DISCOUNT FACTOR TESTS

0.000000,0.500000,0.600000,0.700000,0.800000,0.950000,0.999999,
1,19,22,26,30,45,64,
KEY LOSS PROBABILITY TESTS

0.000000,0.050000,0.150000,0.250000,0.500000,0.750000,0.950000,
65,77,74,77,64,65,65,
POSITIVE TERMINAL REWARD TESTS

1.000000,5.000000,10.000000,15.000000,25.000000,50.000000,75.000000,100.000000,
64,132,311,318,325,334,338,341,
NEGATIVE TERMINAL REWARD TESTS

-100.000000,-75.000000,-50.000000,-25.000000,-15.000000,-10.000000,-5.000000,-1.000000,
71,71,71,71,71,71,113,64,
STEP COST TESTS

-100.000000,-0.040000,-0.050000,0.000000,0.010000,0.500000,1.000000,
33,64,57,297,11354463,11383397,11383397,
